text,label
lokam nasikate ennayirikum,Fake
is  it  truth    whether  corona will end soon,Fake
i feel some sort of reliefs mr. sajan. thank you very much for the updation.,Fake
"അടുത്തതായി ഒപ്പനയും മാർഗം കളിയും കൂടി നടത്തി മതേതരത്വം കാത്തു സൂക്ഷിക്കുകയും, കൊറോണ യെ തുരത്തുകയും വേണ്ടതാണ്",original
വളരെ മോശമായിപ്പോയി കേരളത്തെ കുറിച്ച് അറിയില്ലേ വ്യക്തിപൂജയയിലേക്ക് പോകുന്നു എന്ന് കണ്ടാൽ അവടെ തോല്പിക്കും,original
theenga,original
കോപ്പിലെ ഭരണം ഒരു പാവം പ്രവാസി,original
aashanu 500 pere vach thiruvathira nadathamenkil enik nte marriage reception 500 pere vach nadathalo.,original
modji light kathichapo yendokkeyayirunnu ippo kando,original
പീഢനവീരൻ എംഎ ബേബിയെ ഇക്കിളിപെടുത്താൻ സഖാത്തി  പെണ്ണുങ്ങൾ ഒരുമിച്ച് ഇളകി.,original
im a nurse working in delhi.evide daily cases kanunde njan.ethu bachu nokumbo north india aane bedham,original
മറ്റുപണികൾ നല്ല ത്,Fake
avatharanm super,original
"are we really fooled by modern medical industry, media and their half cooked knowledge.",Fake
aarum pedikadda  samsthana sarkar puthiyee  booster dose  kandupidichittu unduu  thiruvathira  dose ellarum yeduthal mathiiiii,original
ചൈനക്കാർ വിനോദയാത്ര  പോയ സ്ഥലങ്ങൾ ആണ് യൂറോപ്പും അമേരിക്കയും. അതുകൊണ്ടാണ് അവിടെ രോഗം പടർന്നത്.,Fake
true. ചൈന ഇപ്പൊ ലോകം മുഴുവൻ വെന്റിലേറ്റർ കയറ്റി അയക്കാൻ പോകുന്നു. ചൈനയിൽ എല്ല ഫാക്ടറികളും പ്രവർത്തന  മാണ്. ചൈനയുടെ ഒരു bio war ആണ്. ഇന്ത്യ ഇതിൽ ഇന്നും രക്ഷാപവട്ടാൽ ഇന്ത്യൻ വിപണിയും കുതിച്ചുയറും.,Fake
മൂന്നു വർഷം മുൻപേ എനിക്കറിയാവുന്ന എല്ലാ ആൾക്കാർ ആരോടും ഞാൻ ഈ വിഷയം പറഞ്ഞിട്ടുള്ളതാണ്. ഒപ്പം പ്രതിരോധ മാർഗ്ഗവും.,Fake
തൊലിക്കട്ടി  മോനേ.,original
cronayekanduഒ ഡു ന്നവ ന് മാന്യ ന്,Fake
kuttathil as mm mania kudi<br>onnu pokhi paadiyekkanam,original
മരണത്തിന്റെ വ്യാപാരികൾ.,original
അകലം palichalle എല്ലാവരും തിരുവാതിര കളിക്കുന്നത് ,original
modi okke pinarayi vijayan vechu nokkumbo paavam thanne.,original
loka janathaye muzhuvanum drohicha aaa naarikalkethire nadapadi edukanam. onnalla athilnkooduthal virus padarnnu kondirikukayanu. iniyum ath koodan chance und. iniyum . nadapadi eduthillenkil sahajaryam mosham akum. ,Fake
nammude nattil oru arogyamandri undennu thonnunnadh veenayide pathra sammelanam kanumpolanu,original
കൊറോണ മടങ്ങും എന്ന് പറഞ്ഞു നിങ്ങൾ. ഈ വാർത്ത കുറച്ചു നേരത്തെ നിങ്ങള്ക്ക് പറയാൻ പറ്റാത്തതിന്റെ കാരണം എന്താ. നിങ്ങൾ ഇപ്പോൾ പറയുന്നതിലും കാര്യങ്ങൾ സാധാരണക്കാർക്കു അറിയാം. കൂടുതൽ വിശതീകരണം  വേണ്ട  സൂപ്പർമാഷേ.,Fake
ഈ രോഗം അമേരിക്കയിൽ നിന്നാണ്  ഉണ്ടായതെന്ന്  ഒന്നോർത്തു നോക്കിക്കേ    എന്നാൽ  ഇവിടെ  തകർത്തേനെ .,Fake
ee samoohathil jeevichu poyallo padachavane,original
ഇവൻ മാർക്കൊക്കെ പോയി ആത്മഹത്യ ചെയ്തുടെ കഷ്ടം തന്നെ ഓരോരോ ദുരന്തങ്ങൾ,original
നീ മുമ്പ് പറഞ്ഞത് ഇപ്പോഴും ന്യായീകരിക്കുന്നു. ഇസ്‌ലാമോ ഫോബിയ തലക്ക് പിടിച്ച തന്റെ ബുദ്ധി ആമാശയ ബുദ്ധി തന്നെ. പോയി ചത്തൂടെ തനിക്കൊക്കെ. rss ന്റെ അടിമയാണ് നീ. നിന്റെ ഉള്ളിൽ നിറയെ സാത്താനാണ്.,Fake
പക്ഷപാതിത്വ മില്ലാത്ത യഥാർത്ഥ മായ താങ്കളുടെ റിപ്പോർട്ടിങ് .എല്ലാവരിലും എത്തട്ടെ .,Fake
ഈ പുള്ളിയെ എവിടുന്നു കിട്ടി സൂപ്പർ   പൊളി മനുഷ്യൻ സിപിഎം കണ്ടാൽ കൊന്നുകളയും,original
ഉളുപ്പുണ്ടോ മന്ത്രീ വീണാ,original
ഇന്നീ പാർട്ടി ലോകംമെങ്ങും ശോഭിച്ചീടാൻ കാരണാഭൂതൻ&quot;,original
"ചുഴലിക്കാറ്റ്, വെള്ളപ്പൊക്കം, സുനാമി, ഭൂകമ്പം, വൈറസ് എല്ലാം പ്രകൃതിയാൽ മാനവരാശിക്ക് സംഭവിക്കുന്ന  അത്ത്യാഹിതങളാണ്.  ഇതിൽ കുറേ പേർ മരിച്ച് മണ്ണ് അടിയുന്നു കുറേ പേർ അതിനെ അതിജീവിക്കുന്നു. എല്ലാ വർഷ അവസാനവും എന്തെങ്കിലും മാരകമായ വിപത്തുകൾ വന്ന് ചേരുന്നു. അത് മനുഷ്യ നിർമ്മിതമായ അത്ത്യാഹിതങളാകാം അല്ലെങ്കിൽ <br>പ്രകൃതി പടച്ച് വിട്ടതാകാം.  കോറോണ എന്ന സാംക്രമിക രോഗത്തിന് മരുന്ന് കൺഡ് എത്താൻ മനുഷ്യനാൽ ഇതുവരെ സാധിച്ചിട്ടില്ല. അത് കൊണ്ട് അത് വന്ന വഴി കുറെ ജിവനുകൾ എടുത്ത് പിൻവാങ്ങും.  പ്രകൃതിയുടെ ഓരോ സമയങ്ങളിൽ മാനവരാശിക്ക് ഉള്ള ശിക്ഷകളാണ് ഈ കാണുന്നതെല്ലാം.",Fake
pazham vagan poya 2020 le chettan. eppo evide ano avo,original
serious ആയിട്ടാണ് എങ്കിൽ <br>ഒന്നാന്തരം കോമഡി ആയിട്ടുണ്ട്,original
hindustan men free deta hai vaccines.130 crore ka finance ko sametne keliye medicines lobbies tayyaar baitha th.<br>kisko malum hai label kaun dekhta hai saadharan maanav?<br>covid vaccines ke naam par pfivste men leta aur aadha population hii khatam karta.<br>&quot;bolo modiji&quot; aisa kyom kii?<br>agar baahar se vaccine liya hotta to meficine lobbies ka changul men hindustan phasta.<br>modiji ko raste se hataane men internetional notoorious lobbies kaamyab hotta.<br>ab to sirf ptopagation newyork timesaur chinese global times men karta hai modiji ka goverment ke against.<br>isi sur chinese notorious agencies.<br>chaarom or se hindustan ko phasaane?<br>balakot ka pratishodh shuru kii vaccines kaamyaab hua to.<br>kisaan andolan.<br>shadyantrakaariyaam poori tarah laga hua hai.,Fake
അവർ തന്നെ ഉണ്ടാക്കി അവർ തന്നെ മരുന്ന് കണ്ടുപിടിക്കും നമ്മുടെ കാശ് മൊത്തം അവർക്കു പോകും അത് തന്നെ വേറെ എന്താ എല്ലാം വലിയ രോഗവും ചൈനയിൽ നിന്നു വന്നത് ആണ് അത് ആണ് അവരുടെ ആയുധം അവരുടെ ആളുകൾ മരിച്ചാലും കുഴപ്പം ഇല്ല മറ്റു രാജ്യവും നന്നവരുത്,Fake
chinaye viswasichalum americaye viswasikkan kollilla.,Fake
"അഗലം  പാലിച്ചുകൊണ്ടാണ് കോപ്രായം തുള്ളുന്നത്, അത് പോരെ,",original
പൊട്ടൻ കമ്മി ,original
ഹിഹിഹിഹി,original
coronayum omicronum ividam വരില്ല,original
ജയരാജൻ ഇത് കാണുന്നുണ്ടോ ആവോ ,original
avida poyi chatan selfie idu.alkara.katipidichu,Fake
ശൈലജ ടീച്ചർ. വരട്ട്,original
"500രൂപയും   സാരിയും, പാവാട   യും വള്‌സും എന്താ ഒരു രസം  ഓരോ പേക്കൂത്തുകൾ കണ്ടാൽ ഒന്നും മനസിലാകുന്നില്ല. ഇതൊരു പാർട്ടിയോ തരികിട കൂട്ടമോ",original
ആ ആരോഗ്യ മന്ത്രി എന്ന് പറയുന്ന  ഈ തൈ കിളവിയെ  മുഖ്യമന്ത്രി എന്ന് പറയുന്ന ആ കിളവന്ന് കെട്ടിച്ചു കൊടുക്കണം ഒരു വിവരവും ഇല്ല,original
"your are seeing not with your eyes but with your brain.a communicable disease is changing the history of the world and he is telling it&39;s a myth.your illusions are not a solution .butyour irntention is to create confusion.and seek attention,",Fake
ഇവന്മാരുടെ ഈ തെണ്ടിത്തരം മനസ്സിലാക്കിയാണ് തമിഴിൽ ഏഴാം അറിവ് എന്ന സൂര്യ സിനിമ ഇറക്കിയത് അത് അതിന്റെ തിരക്കഥാകൃത്തിനെ വീക്ഷണം എത്ര വലുതായിരുന്നു എന്ന് ഇപ്പോൾ മനസ്സിലായി,Fake
ഷി ജിങ്‌പിങ്  കൂളായി  ഒരു മാസ്കും  വെച് നടക്കുന്നു ആകെ പൊതിയേണ്ടതല്ലേ  ഒരു പ്രസിഡണ്ടിനെ,Fake
ഞാൻ എല്ലാം മതിയാക്കി മാസ്കും സാനിറ്റെസ്റ്റും വിൽക്കാൻ ഇറങ്ങാൻ വിചാരിക്കുക ആയിരുന്നു.,Fake
ഇതിനൊന്നും കുഴപ്പില്ല പ്രവാസികൾ നാട്ടിൽ വന്നാൽ 10സം ഇരിക്കണം നാണമുണ്ടോ സർക്കാരെ നാണമില്ലാത്ത ഭരണകൂടം,original
ഏകദേശം പാർട്ടി പരിപാടികളൊക്കെ കഴിഞ്ഞു. പാർട്ടിയേ കൊറോണക്ക് പേടിയാണ്. പേടിയില്ലാത്ത റമദാനിനെ പേടിപ്പിക്കാൻ ലോക്ക്ഡൌൺ ഉണ്ടായിരിക്കുന്നതാണ്. റമദാൻ ലോക് ഡൗണ്.,original
വന്ധ്യംകരണം തന്നെയാവണം ഈ വാക്സിൻ നാടകങ്ങൾ ളുടെ ലക്ഷ്യം,Fake
"നമ്മൾ ഇടക്കിടക്ക് ഞെട്ടുകയല്ലാതെ വൈറസ്സ് തിരിച്ച് പോകുന്ന ലക്ഷണമില്ല ,",Fake
appo ethukazhiyumbo adutha durantham yudham,Fake
ഇൗ thumbnail corona virus inu വായിക്കാൻ kazhiyumaarunnengil അത് ,Fake
എന്തായാലും വോട്ട് ചെയ്യ്ത് വിജയിപ്പിച്ച ആളുകൾക്ക് അഭിമാനിക്കാം ,original
കൊള്ളാം. നല്ല വികസനം,original
രാജാവ് nagnananu. എന്ന് പറഞ്ഞ കുട്ടി യാണ് നിങ്ങൾ,Fake
ലോകാരോഗ്യ സംഘടയാണു് ഏറ്റവും വലിയ കള്ളന്മാർ!,Fake
ഒറ്റപ്പെട്ട സംഭവമാണ്,original
ഇതാണ് വാർത്താവതരണം. എല്ലാം ഭംഗിയായി പറഞ്ഞു. ഒപ്പം ഓരോ ആളിലും ആത്മവിശ്വാസം പകരാനും സാധ്യമായി.,Fake
ithanu sathyam. .china lokathinte andhakan,Fake
"അച്ചുമാമന്റെ കാലത്ത് ok ആയിരുന്നു ഇടതുപക്ഷം എന്നാൽ പിണറായി സ്വന്തം കീശ നിറക്കാൻ നോക്കുന്ന ടീമ. മോദി ഭരണവും പിണറായി ഭരണവും ഒരുപോലെയാ, ജനങ്ങളെ സഹായിക്കാനല്ല. എന്നിട്ട്  മോഹൽലാലിന്റെ സിനിമപോലെ  സ്വയം പുകഴ്ത്തും",original
"many christian&39;s cried when the police entered the church in england on good friday. now what&39;s their opinion ? mr.modi ask the people to take two plate ,make sound and say go corona go corona .",Fake
mega sivanguttyude kidumani dance  koodi undaayirunnenkil program onnu koodi kozhuthene,original
ഓഹ് ഇവിടുന്നാന്നാലെ ആ പേരിന്റെ തുടക്കം ,original
"കേട്ടാലും, കണ്ടാലും, കൊണ്ടാലും ഉളുപ്പിലാത്ത ഒരു വർഗ്ഗം",original
than ivarude treatment eduthitundo. no ennanu answer engil pinne ithineyonnum kaliyakkaruth. jacob sir treat cheythu sukhamakkiya ethrayoperundu. ningalude alopathy thulachuvitta enneyokke polulla ayirangale sukhapeduthiya story sarinundu.,Fake
"choppu covide-nu pediyappa sathyayittum,",original
ഷർട്ട് മാറ്റു,Fake
polichu.bro.evanmarkku nanamilla.,original
"കൊള്ളാം മാഡം, പ്രോത്സാഹനം അർഹിക്കുന്നു. പ്രവാസികൾ കീ ജയ്",original
ജിഹാദികൾ ദൗത്യം നിറവേറ്റുന്നു.,Fake
സത്യം പുറത്തു വരട്ടെ. എന്നിട്ടു നടപടികൾ കർശനമാക്കണം,Fake
"കൊറോണ അങ്ങനെയൊന്നും നാട് വിടില്ല.കുറേ ആളുകളെ അത്‌ ഉന്നം വെച്ചിട്ടുണ്ട്.അവരെയും കൊണ്ടേ അതു പോകൂ. പിന്നെ, precaution എടുത്താൽ, ഒരു പരിധി വരെ തടയാൻ പറ്റും എന്നെ ഉള്ളൂ.അത്, 100% success ആകണം എന്നില്ല.ഇതിനെതിരെയുള്ള മെഡിസിൻ,വിപണിയിൽ എത്താൻ, 2 കൊല്ലമെങ്കിലും എടുക്കും.അതുവരെ, ആളുകൾ മരിച്ചുകൊണ്ടിരിക്കും.immunity പവർ  ഉള്ളവർ രക്ഷപ്പെടും.അത്ര തന്നെ.",Fake
ഞാനും ഒരു കമ്മ്യൂണിസ്റ്റ്‌ ആണ് പക്ഷെ തീരുവാതിര അനവസരത്തിൽ ആയിപ്പോയി,original
"കേരളത്തിലെ ജനങ്ങൾക്ക് നടക്കാത്ത പ്രഖ്യാപനങ്ങളും, സുഖിപ്പിരും, നല്ല ഉളുപ്പില്ലാത്ത തള്ളുകളും കേൾക്കുമ്പോൾ എന്തെന്ന് ഇല്ലാത്ത സുഖമാണ്. വിദ്യാഭ്യാസവും അറിവും കൂടിയപ്പോൾ പോട്ടൻമരൈപ്പോയി.",original
കോവി ഡിന്റെ ആരംഭത്തിൽ എല്ലാവരും ലോക്ക് ഡൗൺ സീരിയസായി അനുസരിച്ചു. പക്ഷെ അസുഖം കൂടുതൽ ആളുകൾക്കായപ്പോൾ ലോക്ക് ഡൗൺവേണ്ടെന്ന് മുഖ്യമന്ത്റി തന്നെ പറയുന്നു.,Fake
ഇനി മാറ്റി മാറ്റി പറയരുത്. <br>ജനങ്ങൾ വലിയവനും  ചെറിയവനും ഒരുപോലെ ആയി ജാതി മത വിത്യാസമെന്യേ. മാറ്റം വരും. മരുന്നും കണ്ടു പിടിക്കും. എല്ലാം കാണുന്ന ദൈവം ഉണ്ടല്ലോ <br>ഇങ്ങിനെയുള്ള. പോസിറ്റീവ് news ആവണം. നിങ്ങൾ സംഘികളിൽ നിന്നും മോചനം നേടണം. എങ്കിലേ. നിങ്ങൾ k ഒരു പുരോഗതി ഉണ്ടാകൂ. സംഘികളിൽ കൂടുതൽ വിവരം ഇല്ലാത്തവരും കപട ഭക്തരും. isispole. അവരും കൊലപാതകികൾ,Fake
ഇനിയും ലോക്ക് ഡോൺ ആണ് പരിപാടി ആണെകിൽ പ്രിയ സഗമേ കിറ്റിന് പകരം ഇച്ചിരി വേഷം തരണം,original
super parupadi gam,original
"and one more matter is remaining , <br>chinayile corona virus badhicha 96% perum recovery cheythittund. 4% mathram marachitollu. alochikkanam.",Fake
കുമ്പ മേള  ഒരു വർഷം മാറ്റി വെച്ചാൽ  ആകാശം ഇടിയുമോ.,Fake
ningal madyamanal mama madyamangal,Fake
ningal paranjathu pole sambhavikatey,Fake
ഒന്നിനും ഈ പാർട്ടിയിൽ വിവരം ഇല്ല anubhavicho,original
എൻ്റെ കൂടിനുകൊടുത്തവാക്ക് പാലിക്കാതിരിക്കാൻ എനിക്ക് കഴിയില്ല. മരണം സംഭവിക്കുന്നത് വിതിക്കപ്പെട്ടവർക്കാണ്. ഒരുവേളമര ണം തടഞ്ഞാലും. മറ്റൊരുരീതിയിൽ അവർ നഷ്ടപ്പെടും. ഇനിയും മരണങ്ങളുണ്ടാകും പ്രാർത്ഥന അതാണു രക്ഷ. ലോകജനം ഒന്നടങ്ങ് പ്രാർത്ഥിച്ചാൽ മരണം എന്നഅവസ്ഥയുടെ മൂർച്ചകുറയും. പ്രാത്ഥനനടക്കട്ടെ. !,Fake
right sajan. വർഗ്ഗീയ ചിന്തകളില്ലാത്ത ഒരു വ്യക്തി എന്ന നിലയിൽ ഉള്ള അഭിപ്രായമാണെനിക്ക്. കൂട്ടം കൂടുന്നത് ഹിന്ദുവായാലും ക്രിസ്റ്റ്യാനിയായാലും മുസ്ലീമായാലും ഈ അവസരത്തിൽ അത്യന്തം അപകടകരമാണ്. രാജ്യത്തിന് നാശമാണ്. വർഗ്ഗീയ ചിന്തകൾ വെടിഞ്ഞ് ഇതൊക്കെ ഒഴിവാക്കുക. കോവിസിനു മതമില്ല എന്ന കാര്യം ഓർമ്മിച്ചാൽ നന്ന്.,Fake
ചൈനക്കാർക്ക് എന്തുമാവാം,original
ella rajyangaleyum takarkkan.ellareetikm,Fake
എന്തൊരു പ്രഹസനമാണ് ബിജ്യാ ഇത്.സമ്മതിക്കണം കമ്മികളുടെ തൊലിക്കട്ടിയെ.,original
ചിരിച്ചു ചത്തു,original
very positive you are today. be impartial in political party assessment also,Fake
athoke epoll ariyonollu kolallo,Fake
go to edappal ,original
nth thett cheythalum oru kit theerunna prb ullu,original
എന്താടോ ചോന്ന കൊടി കുത്തിയത് കണ്ടില്ലേ പിന്നെ കൊറോണ ആ വഴിക്ക് വരൂലടോ  by the by ജാഗ്രത മതി കേട്ടോ,original
<b>ഇല്ലാത്തതല്ല പുറത്തറിയിക്കാത്തതാണ്</b>,Fake
pandathe paananmaarkku pakaram paanathimare pankeduppichu party.,original
ദുരന്തങ്ങളെ വിറ്റ് തിന്നുന്ന ദുരന്ത പാർട്ടി!<br>സിപിഎം,original
yes this very correct information.,Fake
ഉണ്ടായേക്കിയത് അവർ തന്നെ അല്ലെ തീ ഉണ്ടാവണമെങ്കിൽ അത് കത്തിക്കണമല്ലോ,Fake
എന്തിനാ പേടിക്കുന്നത്. സ്ഥിരം വേട്ടമൃഗങ്ങളായ പ്രവാസികളെ ഞങ്ങൾ ഒതുക്കിയിട്ടുണ്ടല്ലോ,original
"ആരെടെ അവിടൊന്നും ഇല്ലെന്ന് തന്നോട് പറഞ്ഞത്  <a href=""",Fake
ഇതും നമ്മൾ അതിജീവിക്കും. കുടിയേറ്റ കർഷനായ എൻെറ വല്യപ്പൻ വസൂരി പടർന്നു പിടിച്ച കഥ പറയുമായിരുന്നു. അതു പോലൊന്ന് ഞാനും അഭിമുഖീകരിക്കും എന്ന് ഒരിക്കലും വിചാരിച്ചതേയില്ല. ,Fake
തലച്ചോർ നായ തിന്ന ടീമാണ് അണികൾ മുതൽ നേതാക്കൾ വരെ ഒക്കെ കണക്കാ പറഞ്ഞിട്ട് കാര്യമില്ല,original
ചാവീരുകളാക്കം.ഈ.നായെൻറ്റെ.മക്കൾ.ഓണിനീയും.വിദ്ദരുത്.shotme.,Fake
പിണുവാതിര  ,original
പമ്പര വിഡ്ഢികൾ ഉന്തി തള്ളുന്ന ഭരണ ചക്രം,original
"2/3 വാക്സിൻ എടുത്ത് കൂടെ ബൂസ്റ്റ്ററും എടുത്ത പ്രവാസി നാട്ടിൽപോകുമ്പോൾ,  എയർപോർട്ടിൽ എത്തുന്നതിന് രണ്ടു ദിവസം മുമ്പ് pcr ടെസ്റ്റ്  എയർപോർട്ടിൽ നിന്നു ഫ്ലൈറ്റിൽ കേറണം എങ്കിൽ pcr ടെസ്റ്റ്<br>ഫ്ലൈറ്റ് ഇറങ്ങിയാൽ pcr ടെസ്റ്റ് ഇതൊക്കെ നെഗറ്റീവ് ആയാലും quarantine <br><br>നന്മ ഉള്ള ലോകമേ bgm. ",original
communism keralathil samaadhanam nasippichu jihaadikalude kuzhaloothukaaran pinamnaari,original
ആ പറഞ്ഞ ആള്‍ ഇപ്പോഴും ഉണ്ടോ?,Fake
"we believe in naturopath, because we live healthy by following the nature&39;s rule. especially jacob vadackan cheri, such a good human being having a lots of experience in treating patients where allopathy failed to cure those ones.",Fake
what  is wrong with you,original
ellavarum kaikal korthupodich thiruvathira kalich covidine prathirodhikendathanu,original
കമ്യൂണിസ്റ്റ് കാരെ വിശ്വസിക്കരുത് എന്നതിൻ്റെ ഒന്നാന്തരം തെളിവാണ് ഇത് .കേരളത്തിലും സ്ഥിതി ഇത് തന്നെ വെള്ളപ്പൊക്കത്തിൻ്റെ സമയത്തും കണ്ടതല്ലേ?,Fake
"<a href="" ആകെ 2.55 കോടി ആളുകൾ ഉള്ള ഉത്തര കൊറിയയിൽ കോടിക്കണക്കിന് ആൾക്കാർക്ക് കൊറോണയോ. ഒന്ന് എഴീട്ടു പോടെയ്.ആരേലും വല്ല തള്ളു പറയുന്നത് കേട്ടു ആൾക്കാരെ പറ്റിക്കാൻ ഇറങ്ങിയിരിക്കുന്നു.അവന്റെ ഒരു മറുനാടൻ മലയാളി. ത്ഫു",Fake
kattu kallan sakhavu,original
ഈ കപ്പല്‍ ആടിയുലയില്ല സാര്‍. കപ്പ ലിന് വേണ്ട ഞങ്ങ ആടിയുലയാനുണ്ട് സാാര്‍.,original
"bro, ആ specs ഒന്ന് എവിടെയെങ്കിലും വെക്കാമായിരുന്നു. <br>എന്തായാലും സൂപ്പർ അവതരണം",Fake
അവർ തന്നെയാ കാരണം.  സത്യം തന്നെ.,Fake
alopathi yiloode marichavarude ennavum edukanam,Fake
malar chakakkal ,original
ബേബി സാർ തെറ്റ് ചെയ്തു. mask ഇടാൻ പാടില്ലായിരുന്നു. തിരുവാതിര കളിച്ചവർ ആയിരുന്നു ശരി. അവർ mask ധരിച്ചിട്ടില്ല,original
ചൈനയിൽ ചൈനീസ് കൊറോണ ഇറക്കി. qulality ഇല്ലാത്ത ചൈനയുടെ സാധനം. <br>but യൂറോപ്പിൽ ഇറക്കിയത്  ബ്രാൻഡഡ് കൊറോണ. യൂറോപ്യൻ സ്റ്റാൻഡേർഡ് ക്വാളിറ്റി.,Fake
കാലം മറുപടി നൽകും ചൈനയ്ക്കും അമേരിക്കക്കും പിന്നെ ആ വേട്ടവ ളിയൻ  who കണ്ണടക്കും,Fake
americaku swantham rajyath engane coronaye thadayamenu chindikan neramilla. matulla rajyangalil ethra perku ayi ethra perku corona badhikum ethra maranangal undavum enoke padikkanum pravajikkanum neram undu.,Fake
ചിറ്റപ്പാ ഓസോൺ പാളയിൽ വിള്ളൽ ഒന്നും കൂടെ പറയോ പൂതി ആയിട്ടു വയ്യ,original
"political parties yathra, party congress election road shows, voting etc.etc. ehthellam marunadan kandille?",Fake
good presentation.,original
nadakkumo. athu,Fake
vivaramillatha savagal oro vivarakkadu kanikkunnu narikal parttikkar,original
കള്ളനെ നബിയാലും കുള്ളനെ നബരുത്‌ അവൻമ്മാർ കളിച്ച കളി പകൽപോലെ സത്യം,Fake
ഈ ഗവണ്മെന്റ് മുഴുവൻ മാറണം<br>പീപ്പിൾ ഇറങ്ങി പ്രവർത്തിക്കാൻ kazive ഉണ്ടോ,original
ഈ തിരുവാതിര യും ഗാനമേളയും നടത്തിയതിനു മുഖ്യമന്ത്രി ക്കും ആരോഗ്യ മന്ത്രിക്കും എന്ത് ന്യാകാരണം ആണ് ഞങ്ങൾ ജനങ്ങളോട് പറയാനുള്ളത് ഇത്തരം പറയ്യുക,original
 കാരണഭൂതം ,original
സിപിഎം സമ്മേളനം കഴിഞ്ഞാൽ ഉടനെ കേരളത്തിൽ ലോക്‌ഡോൺ ഉണ്ടാരിക്കുന്നത് ആണ്,original
ലേശം ഉളുപ്പ് ,original
appanu aduppilum aakaam .,original
ado udayip asianet channel kara channel rate kudutal kittum atinayi nintayokka familiyil vanamankilum komady avatarippikam,Fake
all you mainstream media killed news about massive protests against the lockdown etc held in european cities in which millions participated and also statements by hundreds of doctors of europe.search n find the protest held on aug 29 2020 in berlin.and other related news wiped out by mainstream media,Fake
endh arinhitanudo parayunath russia il 1211 perk corona aanu.kalla channel,Fake
that lines are apt &quot;peera nari vijayan .peera nari vijayan . peera nari vijayan&quot;,original
ithvare ithine paty karyamayi troll onum kandillalo. ivide troll undakunavanmaaroke commiekal aanalle ,original
there is a living god who is fully aware of such evil activities and he will give suitable reply to these activities at the right time.,Fake
mairh iyalh oru comedy item thanneh mairan,original
phaaaaa.പുല്ലേ,original
health minister comedy show ano nadathunna.   kashttam,original
ഇദ്ദേഹത്തിന്റെ വെല്ലുവിളി ഏറ്റെടുക്കാൻ ഒരു imaഅല്ല ഒരു ആധുനിക മെഡിക്കൽ സും തയ്യാറാകില്ല അവരുടെ കള്ളത്തരം പിടിക്കപ്പെടും,Fake
super,original
"<a href="" ചൈന പരീക്ഷിച്ചു പരീക്ഷിച്ചു ഇതിപ്പോ ഇങ്ങനെ ആയി",Fake
"ചൈനയിൽ നിന്ന് ജനാതിപത്യം വേണം എന്ന് പറയുന്നതും, india, usa, europe oceania എന്നിവടങ്ങളിൽ നിന്ന് കമ്മ്യൂണിസം വേണം എന്ന് പറയുന്നതിൽ എന്താണ് വ്യത്യാസം? അറബി രാജ്യങ്ങളെ കുറച്ച് ഒന്നും ഇപ്പോ പറയുന്നില്ല.",Fake
economy  recession ila .sambathika adiyantharavasta. corona oru karanamayi enu matram,Fake
"ധീരജിനെ കൊന്ന കോൺഗ്രസ്‌ കഴിഞ്ഞ 5ഇൽ 4 തിരഞ്ഞെടുപ്പിലും (2015, 2016, 2020, 2021) തോറ്റത് പോലെ 2024, 2026ഇലും തകർന്നടിയും എന്നുറപ്പ് .",original
പറയുന്നത് നല്ല രീതിയിൽ ഉൾകൊള്ളുന്നു.  എന്ന്നിരുന്നാലും ആരു ഒന്നിനെയും നിസാരമായി കാണരുത്.  മനുഷ്യൻ ഇനിയെങ്കിലും നന്നാവും പ്രകൃതികുവേണ്ടി. ,Fake
അലോപ്പതി: നിയമപരമായ കൊലപാതകം<br>മുറിവൈദ്യം: നിയമപരമല്ലാത്ത കൊലപാതകം.,Fake
polichu  i,original
വലിയ അറിവും ഗവേഷണവും ബിരുധവും ഉള്ളവർ എത്ര ആയിരങ്ങളെയാണ് കൊല്ലുന്നത് അദ്ദേഹം വെക്ക് ത മാ യി പറയുന്നുണ്ടല്ലോ രോഗം ബാദിച്ചവരോടൊപ്പം താമസിക്കാമെന്ന് അതിന് അവസരമൊരുക്കൂ ബ്രേ &gt;ക്കറേ,Fake
"12 മണിക്കൂറിൽ  rtpcr ടെസ്റ്റ്‌ റിസൾട്ട്‌ പ്രൈവറ്റ് ലാബുകൾ ചെയ്തു കൊടുക്കുന്നു. പക്ഷേ സർക്കാർ സംവിധാനത്തിൽ  കഴിഞ്ഞ 10/ 1/22 തിയതി രാവിലെ കൊടുത്ത സാമ്പിൾ റിസൾട്ട്‌  13/1/22 ന് ആണ് കിട്ടിയത്.<br>പ്രേതിരോധം ഇവിടെ അല്ലേ തുടങ്ങേണ്ടത്. ഇത് ഒന്ന് speed ആയിട്ട് പോരേ, k-റെയിൽ. ആളുകൾ ഉണ്ടെങ്കിൽ അല്ലേ k-rail ",original
ഇന്ത്യ  നൂറ്റാണ്ടുകൾ  പുറകിലാണെന്ന്. ലോകം. മനസിലാക്കുന്നു ,Fake
