content,labels
"இன்று_ஒரு_பொன்மொழி |
நாள்: 13/04/2024

ஆ.ப.ஜை. அப்துல்கலாம் | பொன்மொழிகள் |
abdulkalam |
 quotes | dailyquotes |

செந்தமிழர்பாசறைகத்தார் |
நாம்தமிழர் ntk ",Positive
பாட்டு 2 சீக்கிரம் போடுங்க,None of the above
தேர்தல் பணியில். உடை கருப்பு சிவப்பு,Positive
"exclusive | specialstory | நெல்லையில் காங்கிரசுக்கு புதிய தொல்லை! ""தோற்றால் நாங்கள் பொறுப்பல்ல"" 
trending updatenews360 breakingnews dmk mkstalin trendingnews congress tncongress exclusive specialstory rubymanohar robertbursh dmknews stalin 
 ",Substantiated
"9 நிமிடத்தில் பாஜக, திமுக, காங்கிரசு, கம்யூனிஸ்ட், அதிமுக உட்பட அனைத்துக் கட்சிகளையும் நேற்று ஒரு சேர சிதைத்து விட்டார் நாம் தமிழர் கட்சியின் விழுப்புரம் நாடாளுமன்றத் தொகுதி வேட்பாளர் சகோதரர் இயக்குநர் திரு. மு. களஞ்சியம்  !

ntk_symbol_mic 
voteformic 
voteforntk 
loksabhaelection2024",Opinionated
"உதயசூரியன் சின்னத்தில் வாக்களித்து அண்ணன் k.n. arun nehru அவர்களை வெற்றி பெற செய்ய வேண்டுமாய் அன்புடன் கேட்டுக்கொள்கிறோம் 
arunnehru4perambalur kn_arunnehru knnehru dmk election2024 dravidianmodel mkstalin பெரம்பலூர்_மக்களவைத்_தொகுதி ",Sarcastic
ntk  நாம் தமிழர் ,Positive
"""அப் கீ பார்""   சாக்கோ பார் ""

""அப் கீ பார்""   சாக்கோ பார் ""

""அப் கீ பார்""   சாக்கோ பார் "" ",Sarcastic
"குமரியில் விஜய் வசந்த் &amp; பொன் ராதாகிருஷ்ணன் மீது மக்கள் கடும் அதிருப்தி.
நாம் தமிழர் கட்சி வேட்பாளர் மரிய ஜெனிபருக்கு  அதிகரிக்கும் ஆதரவு!

ntkjennifer4kumari mike_voiceofpeople ",Neutral
"கோவையில் மிகவும் பிரம்மாண்டமான முறையில் இந்தியாவே திரும்பிப் பார்க்கும்
 வகையில் நடைபெற்ற தளபதி  மற்றும் ஒற்றுமை நாயகன்  இணைந்து பங்குபெற்று பேருரையாற்றிய கூட்டத்தில் பங்குபெற்றது மகிழ்ச்சி!

mkstalin rahul_gandhi rahulgandhivoiceofindia rahulgandhi ",Opinionated
"ஈரோடு தொகுதி அதிமுக வேட்பாளர் ஆற்றல் அசோக்குமார் வாக்கு சேகரிப்பு

 |  | admk | aiadmk | erode  | aatralashokkumar | electioncampaign | loksabaelection2024 | electionswithnews7tamil | elections2024 | news7tamil | news7tamilupdates ",Neutral
"கோவையில் முதலமைச்சர் மு.க.ஸ்டாலின், காங்கிரஸ் எம்.பி. ராகுல் காந்தி கலந்து கொண்ட தேர்தல் பரப்புரை கூட்டத்தில் மக்கள் வெள்ளம்!

theekkathir | coimbatore | mkstalin | indiaalliance ",Opinionated
"மோடி ஆட்சியை விரட்டும் நேரம் வந்தாச்சு… 

தேசம் காக்க ‘கை’ சின்னத்தில் வாக்களிப்போம்.

vote4india rahulgandhi priyankagandhivadra mkstalin dmkitwing vote4sudha indiaallaince vendammodi novoteforbjp

  |  |   |  |  ",Opinionated
"குடும்ப அரசியல் மட்டுமே ஸ்டாலினின் குறிக்கோள்!

edappadipalaniswami admk admknews election2024 dmkfails dmkfailstn campaign 

 |  |  | |  |  |  | ",Negative
"எளிய பிள்ளைகளும் ஆட்சி அதிகாரத்திற்கு வரவேண்டும் | பாத்திமா பர்கானா |  seeman ntk


சீமானின்_சின்னம்_ஒலிவாங்கி
ntk_symbol_mike
voteforntk ",Sarcastic
"rahul gandhi full emotions ல பேசிட்டு இருக்கார்.

அதை மொழிபெயர்ப்பு என்ற பெயரில்  பீட்டர் அல்போன்ஸ் சொதப்பி வருகிறார்.

rahulgandhi   indiaalliance dmk mkstalin",Substantiated
"""தமிழ்நாட்டிற்கு துரோகம் செய்த அதிமுக-பாஜக கூட்டத்தை விரட்டுவோம்!""

நாற்பதும் நமதே! நாடும் நமதே! 

ஸ்டாலின்குரல்
cmmkstalin
இளந்தலைவர்
vote4dmk
vote4risingsun
udhayanidhistalin
indiaalliance bjpfearsindia admk caa ucc neet novoteforbjp modilies",Opinionated
".*நான் ஏன் சீமானை தீவிரமாக ஆதரிக்கிறேன்?*
ஒருவர் செய்த ஊழலை மற்றவர் பட்டியல் போட்டு மேடைகளில்
பேசிக்கொண்டிருக்கும் நிலையில்.

சாதியால், மதத்தால், பிரிந்து கிடக்கும் நம்மை *தமிழனாய்* ஒன்றுசீ சேரச்
சொல்லுகிறான்!

மரத்தின் அவசியத்தை பற்றி பேசுகிறான்!

மழையின் அவசியத்தை ப் பற்றி பேசுகிறான்!

ஆற்று மணலின் அவசியத்தைப்பற்றி பேசுகிறான்!

நீர் மேலாண்மையை பற்றி பேசுகிறான்!

தூய காற்றின் அவசியத்தை பற்றி பேசுகிறான்!

விவசாயத்தின் அவசியத்தை பற்றி பேசுகிறான்!

*எதிர்கால சந்ததியை பற்றி அக்கறை கொள்கிறான்!*

நம் தலைமுறோடு அழிந்துவிடுவது அல்ல இந்த பூமி என்கிறான்!

வெறும் ஆட்சி மாற்றத்தை மட்டும் மற்ற கட்சிகள் முன்னிறுத்தும் நிலையில்
*அடிப்படை மாற்றம் வேண்டும் என்கிறான்!*
___________________________________
*நாம் தமிழர் ஆட்சியின் செயல் திட்டவரைவு.*

 வரதட்சணைக்கு தடை .

 பூரண மதுவிலக்கு அமல்
 கைய்யூட்டு வாங்கினால் உடனடியாக பணி நீக்கம் செய்யப்பட்டு
சொத்துக்கள் பறிமுதல் செய்யப்படும்.
 கைய்யூட்டு வாங்குவது தே சத்துரோகமாக அறிவிக்கப்படும்.
 மருத்துவம் அனைவருக்கும் இலவசம்,‌ *ஆட்சியாளர்கள் கட்டாயம்‌‌ அரசு
மருத்துவமனைகளிலேயே‌‌ சிகிச்சை பெற வேண்டும்.*

 அனை வருக்கும் பொதுவான, சமமான கட்டணமில்லா தமிழ் வழிக்கல்வி.

அரசு பள்ளிகளில் பணிபுரியும் ஆசிரியர்களின் குழந்தைகள் கட்டாயம் அரசு
பள்ளிகளிலேயே  படிக்கவைக்க வே ண்டும்.

 ஆடுமாடு மேய்த்தல் மற்றும் விவசாயம் அரசு பணி.

 மெக்காலே கல்வி முறை ஒழிப்பு.

 இயற்கை விவசாயத்திற்கு மட்டுமே அனுமதி.

 விவசாயம் சார்ந்த மரபுவழி தொழில்களுக்கு மட்டுமே அனுமதி.

 அனைத்து வணிக நிறுவனங்களுக்கும் தமிழில் பெயர் வைக்க வேண்டும்.

 10 லட்சம் நீர் நிலைகள் உடனடியாக அமைக்கப்படும்.

 சாலைகள் இரு பக்கங்களிலும் இயற்கையை பாதுகாக்கும் மரங்கள்
நட்டப்படும்.

 புதியதாக காடுகள் உருவாக்கப்படும்.க்ஷ
 1 கோடி பனை மரங்கள் முதற்கட்டமாக நடப்பட்டு பாதுகாக்கப்படும்.

 தேசிய விளையாட்டாக சல்லிக்கட்டு அறிவிக்கப்படும்.

 கோவில்களில் சமசுகிருதம் படித்தால் தேசத்துரோகம்.

 விவசாய நிலங்கள் அனைத்தும் பாதுகாக்கப்பட்ட பகுதியாக அறிவித்து
அரசின் மேற்பார்வையில் இருக்கும்.

 தூய சுத்திகரிக்கப்பட்ட வேதி பொருள் கலக்காத இலவச குடிநீர்
அனைவருக்கும் ஒரே மாதிரியாக வழங்கப்படும்.

 தண்ணீர் விற்கத்தடை.

 கோக், பெப்சி போன்றவை விற்க தடை 

 இளநீர், பதனி தேசிய பானமாக அறிவிக்கப்படும்.

 கிராமங்களில் இருந்து குடிபெயர்வது தடுக்கப்படும்.

 நகர்மயமாக்கல் தடுக்கப்படும்.

 அனைத்து வசதிகளும் கிராமங்களுக்கும் கிடைக்க செய்யப்படும்.

 அழிவுத் திட்டங்களுக்கு அனுமதி கிடையாது.

 அணுஉலைகள் முற்றாக மூடப்படும்.

 பெண் வதைக்கு கடுமை யான தண்டணைகள் வழங்கப்படும்.

 மீனவர் பாதுகாப்பு படை . நெய்தல் படை அமைத்தல்.

 திருக்குறள் தேசிய நூலாக அறிவிக்கப்படும்.

 அழிந்துபோன தமிழர் கலைகள் அனைத்தும் மீட்டெடுத்து வளர்க்கப்படும்.


 காவல்துறை பணி நேரம் 8 மணி நேரமாக குறை க்கப்படும்.

 பிற மாநிலங்களிடம் இழந்த பகுதிகளை மீட்க தனி அமைச்சகம்
அமைக்கப்படும்.

 சிறந்த தமிழகத்தை உருவாக்க வாக்களிப்போம் நாம் தமிழர் கட்சியின்
சின்னம் *ஒலிவாங்கி*( mike)
இந்த அறிக்கை யில் உள்ள அறிவிப்புகள் அனைத்தும் நிறை வேற்ற முடிந்தவை
தான் முடியாதது ஒன்றும் இல்லை .",Neutral
"breaking | நாம் தமிழர் கட்சிக்கு தேர்தல் ஆணையம் ஒதுக்கிய மைக் சின்னத்தை வாக்கு பதிவு இயந்திரத்தில் பொருத்தாமல் வேறு மைக் சின்னத்தை பொருத்தியிருப்பதாக நாம் தமிழர் கட்சியினர் புகார். 

தலைமை தேர்தல் அதிகாரியை சந்தித்து  நாம் தமிழர் கட்சி மனு.

ntk | seeman | election2024 ",Positive
"நமது சின்னம் *ஒலிவாங்கி* -
மைக் ",Sarcastic
"urimaikural | மக்களின் கேள்விகளால் அடிவாங்கிக்கொண்டிருக்கிறதா
விடியா திமுக?

debate election2024 edappadipalaniswami dmkfailstn ",Opinionated
"watch | சாதி அரசியல், மத அரசியல் என எழுதப்பட்டிருந்த பானைகளை உடைத்து வாக்கு சேகரித்த தென்சென்னை திமுக வேட்பாளர்  தமிழச்சி தங்க பாண்டியன்

sunnews | dmk | electionswithsunnews |  ",Neutral
எத்தனை பொய்களைத்தான் நாடு தாங்கும்? -  முதல்வர் ஸ்டாலின்mkstalin dmk bjp  tamilnadu pmmodi sukumar sukumarbalakrishnan tndwwa labourtalk metropeople jeevanhospitals,Sarcastic
"""சீமான் எத்தனை நாடார்கள்ட்ட பிச்சை எடுக்குறார்ன்னு list தரவா"" - பாஜக திருச்சி சூர்யா | oneindia arasiyal 

watch interview :  

seeman naamtamilar ntk sattaiduraimurugan bjp annamalai modi trichysuriya dmk udhyanidhi admk ",Sarcastic
"சீமான் அண்ணன் பற்ற வைத்த நெருப்பு! 
.
நமது சின்னம் ஒலிவாங்கி 
தமிழ்தேசியம் நாம்தமிழர் ntk  seeman seemanfortn tnpoliticsvideo tamilnadu tnpolitics tamil tamildesiyam tamilnationality peoplesleader tamilleader trending  ntkitwing
",Substantiated
"popular friend of india தடை செய்யப்பட்ட போது அண்ணன் ஒரு ஆள் மட்டுமே ஆதரவு கரம் நீட்டி நம்பிக்கை ஊட்டினார்.




seeman 
ntk 

இசுலாமிய மக்களை அடிமைகளாக வைத்திருக்கும்
இசுலாமிய_விரோதி_திமுக

திருட்டு_திராவிடம்
உபிஸ்பரிதாபங்கள்
திராவிடமாடல்பரிதாபங்கள் ",Negative
"அதிமுகவை விமர்சித்து ஒரு வார்த்தை கூட பேசாத பிரதமர்!

modi admk edappadipalanisami ",Opinionated
"இந்தியா கூட்டணிக்கு வாக்களிப்போம்!
 mkstalinera dravidianmodel dmk4perambalur  risingsun vote4arun ",Positive
"அரசியல் அதிகாரமற்ற தமிழினத்தின் உரிமை குரலாக ஓங்கி ஒலிக்க வாக்களிப்பீர் ஒலிவாங்கி (மைக்) சின்னத்திற்கு 

சீமானின்_சின்னம்_ஒலிவாங்கி 
ntk_symbol_mike
ஒரு_வயசான_திருட்டுப்பய 
ntk mike seeman
சீமான் நாம்தமிழர்கட்சி_சின்னம்_ஒலிவாங்கி
திருடர்_முன்னேற்ற_கழகம் ",Opinionated
"அதிமுகவின் இந்த நிலைக்கு காரணம் 
opsதான் - நாச்சியாள் சுகந்தி

ntk seeman admk edappadi dmk vck thiruma

watch interview :  ",Opinionated
தேர்தல் பத்திரம் மூலம் நன்கொடை அளித்த மார்டின் கும்பல் செய்த வேலை.,Opinionated
"எடப்பாடி சட்டமன்றத்தில் ஐனவரி 6, 2024 அன்று! என் மண் என் மக்கள் யாத்திரை நாயகன் திரு அண்ணாமலை ex ips அவர்கள் அழைக்கிறார் வாரீர்! வாரீர். 
  
enmannenmakkal edappadi salemwestbjp ",Positive
நீ ஒரு மயிரும் புடுங்க வேணாம். ஆவுன்னா இந்தி திணிப்பு ! நீ உங்கப்பன் திருட்டுதிமுக மாதிரி உருட்டுற.,Opinionated
"ராகுலின் ஒரே கூட்டத்தால் பாஜக காலி. மீண்டும் மோடி வந்தால் இடஒதுக்கீடு பறிபோகும் : cm ஸ்டாலின் விமர்சனம்!

updatenews | dmk | cmstalin | congress | rahulgandhi | bjp | pmmodi | electioncampaign | election2024 | tamilnews | updatenews360
",Opinionated
"காங்கிரஸ் பாஜக திருநெல்வேலி வேட்பாளர்களை. சம்பவம் செய்த அக்கா சத்யா
வாக்குஇயந்திரத்தில் வரிசைஎண் 7 ல்   திருநெல்வேலி  ஒலிவாங்கி மைக் 
நாம்தமிழர் நாம்தமிழர்கட்சி
 நெல்லை நமதுசின்னம்_ஒலிவாங்கி
ntk_symbol_mike  seeman ntk seeman4tn seeman_symbol_mike 
tirunelveli ",Opinionated
"கொள்ளையடிக்கும் அரசியல் வியாதிகளின் அதிகாரத்தை புடுங்குவதன் மூலம் அவர்களுக்கு ஒரு அச்சத்தை ஏற்படுத்தும் ஒரே ஆயுதம் நம் வாக்கு 

மக்களின்_சின்னம்_மைக் mike_voiceofpeople ",Sarcastic
"முதல்வர் ஸ்டாலின் மவுனம் ஏன்?
mkstalin |anbumani |meghadatudam |pmk 
 ",Opinionated
"""ஜனநாயகத்தை காக்க, பாசிச பாஜகவை ஆட்சியில் இருந்து அகற்றுவோம்"" 

நாற்பதும் நமதே! நாடும் நமதே!

ஸ்டாலின்குரல்
cmmkstalin
இளந்தலைவர்
vote4dmk
vote4risingsun
udhayanidhistalin
indiaalliance
bjpfailsindia caa admk neet vvpat bjpfearsindia gobackmodi",Opinionated
ஆட்சிக்கு வராமலே பொதுமக்களுக்கு இடையூறாக இருந்த  மதுக்கடையை மூட முடிந்த நாம் தமிழரால் ஆட்சிக்கு வந்துவிட்டால் மது ஒழிப்பு 100% சாத்தியமே!,Opinionated
"mr. ஏர்வாடி பேசறதையெல்லாம்.
 
bjpfearsindia pmcaresfund paypm novoteforbjp admk caa neet ucc vvpat gobackfascistmodi gobackmodi",Sarcastic
"இன்னும் 05 ஏ நாளில் வெல்வோம் நாம் தமிழராய் - தலை நிமிர்வோம் - நாம் தமிழராய் - மைக் சின்னத்திலே நம்முடைய வாக்கு  | அடைவோம் நம்முடைய இலக்கு  

மக்களின்_சின்னம்_மைக்
mike_voiceofpeople
 ",Opinionated
"திமுக எத்தகைய ஆட்சி ?என  மக்கள் முடிவு எடுக்கட்டும் ! -திரு.எஸ்.ஷேக் தாவூத் 

   

aiadmkitwing aiadmk aiadmknews edappadi edappadipalanisamy tamilnadunews tamilnadu tamilnadupolitics politicalparties politicalnews politics political dmkfailstn dmkfails tamilnadupoliticalnews edappadipalaniswami mkstalin mkstalingovt stalin trendingnow trending dmkitwing edappadipalanisami politicstoday politicsupdate alcoholfree alcohol justice lawandorder",Opinionated
"bjp கூட்டணி தொடர்பான முக்கிய முடிவு. சூடு பிடிக்கும் admk பொது செயலாளர்கள் கூட்டம் | edappadi
full video link : 

admk bjp edappadi eps ibctamil aiadmk jayakumar annamalai bjp modi amitshah ",Opinionated
"hello joker sir   உங்க திருட்டு_திமுக -வை கிழிக்க தயாராகிறது தமிழ்நாடு 
(எரியுதுடி மாலா -wig mandaiyan )

dmkfailstn 
tnpolitics",Sarcastic
part 2 என்னாச்சு,None of the above
"ganapathiprajkumar

கோவை மக்களின் நம்பிக்கை பெற்ற ஒரே மண்ணின் மைந்தன் திமுக வெற்றி வேட்பாளர் கணபதி ராஜ்குமார் 
gpr4cbe vote4dmk mkstalin dmk election2024 udhayanidhistalin ganapathiprajkumar ",Opinionated
"திருவண்ணாமலையில் சீமான் பரப்புரை

kaalaitamilyugam tiruvannamalai seeman ntk_symbol_mic ntk நாம்தமிழர் naamtamilarkatchi naamtamilar naamtamilarparty ",Opinionated
"முடியட்டும் விடியா_ஆட்சி.
மலரட்டும் தாமரை ஆட்சி! 
aravindkejriwal delhi aap

enforcementdirectorate ipl2024
annamalai senthilbalaji edraid
loksabhaelections2024 edraid
dmkfailstn drug_mafia_dmk ",Negative
"நோட்டுக்காக தன் வாக்கை விற்பவன், தன் நாட்டை பணத்திற்காக அந்நியனுக்கு காட்டி கொடுப்பவனுக்கு சமம்…!

mike_voiceofpeople 
ntk_symbol_mike 
மக்களின்_சின்னம்_மைக்  ",Sarcastic
"தேர்தலில் தமிழக மக்கள் பாஜகவுக்கு டாடா காட்ட வேண்டும். - சீமான் பேச்சு.

சீமான்_சின்னம்_ஒலிவாங்கி
சீமான்
சீமான்vsothers
seeman
தேர்தல்2024

",Negative
"breaking | இதுவரை நடந்த இன்றைய நாள் முக்கிய நிகழ்வுகள் !

narendramodi | bjp4india | congress | soniya_gandhi | rahulgandhi | mamthabanerjie | sathyaprathasahoo | ipl | cskvkkr | seeman  | ntkitwing | elections | loksabhaelections2024 | ",Opinionated
"நரியின் கதை போல உள்ளது! இ.பி.எஸ். vs அண்ணாமலை!

bjp annamalai admk eps election2024 electioncampaign loksabhaelection2024 newstamil24x7 ",Sarcastic
"அண்ணாமலை அதிமுக பேச்சு. நெத்தியடி அடித்த ஈபிஎஸ்  

edapadipalaniswamy admk annamalai ariyalur electioncampaign electionswiththanthitv",Sarcastic
"பெண்களை காமக் கண்களோடு பார்ப்பதே திராவிட மாடல்ntk seeman dmk bjp
சீமானின்_சின்னம்_ஒலிவாங்கி_மைக் 
ntk_symbol_mike
தமிழ்நாட்டுக்கு_வேண்டாம்_அதிமுக_பிஜேபி_காங்கிரஸ்_திமுக 
say_no_to_admk_bjp_congress_dmk
say_no_to_abcd ",Opinionated
"தமிழின துரோகி.
திருடர் முன்னேற்ற கழகம்.

திருட்டு_திமுக
 சாத்தானின்_ஆட்சி
 திருட்டு_திராவிடம்
உபிஸ்பரிதாபங்கள்
திராவிடமாடல்பரிதாபங்கள்
dmkfailstn

சாத்தான்_செத்தொழிந்தநாள் ",Opinionated
"சீமான் பிரச்சாரம்!

currentaffairs breakingnews tamilnadu tamilnews tamilxpress cinemaupdate mkstalin dmk aiadmk newsupdate
todaypolitics todaynews topnews ",Neutral
"நாதகவின் அடுத்த வெற்றி தொகுதி
வடசென்னை
நாம்தமிழர்கட்சி_சின்னம்_ஒலிவாங்கி மக்களின்_சின்னம்_மைக் மக்களின்_சின்னம்_ஒலிவாங்கி ",Opinionated
வரலாறு தன்னைத் தானே சமன் செய்து கொள்ளும் இயல்புடையது.  வெறுப்பை விதைத்து விளம்பரம் தேடும்  வரலாற்றுப் பிழையைத் திருத்துவதற்கான அன்பின் தூதுவனாக ராகுலை தேர்வு செய்து அனுப்பி வைத்திருக்கிறது காலம்.போலி பிம்பத்தை வீழ்த்திய புன்னகைப் புயல்!  rahul_gandhi indiaalliance mkstalin,Opinionated
பாஜக மிரட்டலுக்கு பயப்படாத திமுக dmkfailstn tamilnadu bjp4india,Negative
"வேட்பாளர் அண்ணன் கே.சுப்பராயன் ஆகிய திமுக தலைமையிலான இந்தியா கூட்டணி வேட்பாளர்களை ஆதரித்து அவினாசி பழங்கரையில் தேர்தல் பிரச்சார பொதுக்கூட்டத்தில் இன்று மாலை சிறப்புரையாற்றுகிறார்.
mkstalin election2024 நீலகிரி ஆஇராசா niligiri4rasa  tirupur முகஸ்டாலின் araja",Opinionated
"அரக்கோணம் நாடாளுமன்ற வெற்றி வேட்பாளர் பேராசிரியர் அக்கா அப்சியா நஸ்ரின் அவர்களை ஆதரித்து எழுச்சியுரையாற்றிய அண்ணன் செந்தமிழன் சீமான்! 

நாம்_தமிழர்_கட்சி நாடாளுமன்றத்_தேர்தல்_2024 தமிழ்நாடு ntk election2024 seeman seemanspeech seemanntk ntk_symbol_mic ntk ",Opinionated
"மோடியை ஒரு முறை பத்திரிக்கையை பார்க்க சொல்லுங்க 

modi | bjp | seeman | ntk | loksabhaelection | ibctamil ",Sarcastic
"ஈரோடு  தொகுதி நாடாளுமன்ற  தேர்தல் வேட்பாளர்
மருத்துவர்மு.கார்மேகன் வேட்பாளர் வரிசை எண் : 4 
mike_voiceofpeople

seemann seeman4tn seemanquotes seemanism 
tamilnadupolitics ntkgreenpolitics ntk ntkfortn ntkforchange 
naaamtamilarkatchi naamthamilar tamildesiyam ",Negative
"நாம் தமிழர் கட்சி வட சென்னை நாடாளுமன்றத் தொகுதி  வெற்றி வேட்பாளர் 
பெயர்:  அமுதினி, bds
சின்னம்: ஒலிவாங்கி(மைக்)
வரிசை எண்:  5 
சீமானின்_சின்னம்_ஒலிவாங்கி
ntk_symbol_mike
மக்களின்_சின்னம்_மைக்
mike_voiceofpeople ",Sarcastic
"allready உங்கோத்தா, உன்
பொண்டாட்டி, உன் பொண்ணு
மூனுபேரும் உள்ள போனதால
அவங்க போகலாயாம்.
novotetodmk pchidambaram
congressmuktbharat

katchatheevu ipl2024 2gscam
senthilbalaji drug_mafia_dmk
pappudiwas edraid dmkfailstn ",Negative
செங்கல் சைக்கோ வாரிசு அமைச்சரை வெளுத்து வாங்கிய எடப்பாடியார்  admk_tvl எடப்பாடியார் elections2024 dmkfailstn,Sarcastic
"அங்கதான் யாருமே இல்லையே  அக்கா?
bjpwashingmachine ripdanielbalaji modiagain2024 dmkfailstn ",Negative
"மக்களாட்சிக்கு எதிரானவை மாற்றப்பட வேண்டும்.

மக்கள் தொகை அடிப்படையில் நாடாளுமன்றத்தொகுதி பிரிக்கப்படக் கூடாது.

நமது சின்னம்
ஒலிவாங்கி (மைக்)

மக்களின்_சின்னம்_மைக்
mike_voiceofpeople

say_no_to_abcd ",Opinionated
"மீண்டும் மீண்டும் திருடர்களை தேர்ந்தெடுத்த நீலகிரி தொகுதி மக்களே ,  இந்த முறை விவசாயி வேட்பாளர் அண்ணன் ஜெயக்குமார் அவர்களுக்கு வாய்ப்பு கொடுங்கள்!

mike_thevoiceofpeople
 ntk_symbol_mike
 election2024
 jayakumar4nilgiris
  நீலகிரி_பாராளுமன்றம்
மக்களின்_சின்னம்_மைக்  ",Sarcastic
"அரைகுறை ஆடையுடன் மக்களை மதி மயக்கும் ரெக்கார்ட் டான்ஸ் ஆட்டம் போடும் திராவிட கும்பலுக்கு மத்தியில், தமிழர்களின் வீரகலையான சிலம்பாட்டத்துடன் இன்றைய பரப்புரை. ஏற்கனவே சித்திரை வெயில் சுட்டெரிக்கும் வேளையில்  இந்த சிலம்பாட்டம் தீயாய் பற்றி எரிகிறது.
மக்களின்_சின்னம்_மைக் 
   ",Neutral
என்னது கழகம் துணை நிற்குமா  ?,Negative
"’ராகுல் அவர்களே வருக! புதிய இந்தியாவுக்கு விடியல் தருக!’ கோவையில் முதல்வர் பரப்புரை!



mkstalin rahul_gandhi loksabhaelections2024",Substantiated
"breaking | உதயநிதி வந்த ஹெலிகாப்டரில் சோதனை 

udhayanidhistalin helicopter electionflyingsquad newstamil24x7 ",Positive
"""பாஜகவுடன் அதிமுக கள்ளக்கூட்டணி வைத்துள்ளது - திமுக அறிக்கை"" - திமுக வெளியிட்ட பரபரப்பு அறிக்கை  

election2024 dmk aiadmk bjp edapadipalaniswamy thanthitv",Opinionated
"தேர்தல் பிரச்சாரத்தில் சிறப்பாக பேசும் தலைவர்கள் யார்?

tnelection elections2024 lokasabhaelection2024 mkstalin eps annamalai seeman ntk admk dmk bjp savukkumedia",Opinionated
"""தமிழ்நாட்டின் வளர்ச்சியை தடுப்பது யார் என மக்களுக்கு நன்றாக தெரியும்!""
- முதலமைச்சர் மு.க.ஸ்டாலின்

mkstalin tamilnadu elections2024 nakkheeran ",Opinionated
"நாடு அண்ணன் திருமாவளவனுடையது ஆனால் 2 சீட்டுக்கு எவ்வளவு தடுமாற விடுகிறார்கள் . 1 பொதுத் தொகுதி கேட்டார் அதைக் கூட கொடுக்க முடியவில்லை அவர்களால் . 

அதிகாரத்தை அடுத்தவர்களிடம் கொடுத்துவிட்டு நாம் அடிமைகளாக இருக்கிறோம் என்பதை உணர்ந்து தெளியுங்கள் . 
கிருஷ்ணகிரி

-செந்தமிழன் சீமான் 
தலைமை ஒருங்கிணைப்பாளர்


சீமானின்_சின்னம்_ஒலிவாங்கி
ntk_symbol_mike
elections2024",Opinionated
"தேர்தல் அலுவலகத்தில் அராஜகத்தில் ஈடுபட்ட விடியா அமைச்சர் 

dmkfailstn

ஒற்றைவிரலால்_ஓங்கிஅடிப்போம் தமிழர்_உரிமை_மீட்போம் தமிழ்நாடு_காப்போம்

admk_try 

  ",Neutral
"மாற்றம் தொடங்கிவிட்டது 

மக்களின்_சின்னம்_மைக்
mike_voiceofpeople 
சீமானின்_சின்னம்_ஓலிவாங்கி 
  seeman ",Opinionated
"மைக்க கையில் எடுங்கடா
 

மக்களின்_சின்னம்_மைக் ",Opinionated
"பாஜகவினர் வந்தால், அவர்களிடம் இதுவரை என்ன செய்தீர்கள் என்று கேளுங்கள் - திமுக வேட்பாளர் கணபதி ராஜ்குமார்

bjp | ganapathirajkumar | news18tamilnadu ",Opinionated
"நான்  தமிழகத்தை ஆதரிக்கிறேன். 
அப்ப நீங்க?
திராவிடமாடல்பரிதாபங்கள் 
ஒன்றியம் என்பதற்கு கொடுத்த மரண அடி 
வடநாட்டானுடன் வடை சுட தயாராக 
திராவிடமாடல்",Opinionated
"எடப்பாடியாரின் ஒப்புதல் இல்லாமல் caa வருவதற்கு ஓ.பன்னீர் செல்வம் மகன் தான் ஆதரவு தெரிவித்தார்  ,

 இரட்டை தலைமை இருந்த போது எடப்பாடியாரிடம் ஆலோசனை செய்யாமல் ஒபிஎஸ் எடுத்த முடிவு - முன்னாள் அமைச்சர் ஓ.எஸ். மணியன்

sunnews | elections2024 | admk | ops ",Negative
"திருநெல்வேலி மக்களவைத் தொகுதி - ஓர் அறிமுகம்

loksabhaelections2024 election2024 tirunelveliconstituency congress aiadmk bjp ntk politics2024 tnpolitics robertbosch jhansirani nainarnagendran generalelections2024 parliment hindutamil ",Negative
"இதே போல்
 இந்தியாவில் எங்கும் நடக்குமா?

இது கட்சி அல்ல ntk குடும்பம்
தூத்துக்குடி நாடாளுமன்ற
 வெற்றி வேட்பாளர் dr.
ஜா.ரொவினா ரூத் ஜேன் அவர்களின் அகவை தின நிகழ்வு திருவைகுண்டம் பசும்பொன்.ஐயா தேவர் திருமகனார் சிலை முன்பு சிறப்பாக கொண்டாடப்பட்டது.
உடன் தொகுதி உறவுகள் ",Sarcastic
"தமிழ்நாட்டுக்கு தண்ணீர் தர மறுக்கும் கர்நாடக காங்கிரசை நாம் எதிர்ப்பது போல நடிக்கணும்
- திமுக

dmkfailstn noabcd மக்களின்_சின்னம்_மைக் mike_voiceofpeople ",Opinionated
"சீமானின் வளர்ச்சியை கண்டு அச்சப்படும் எடப்பாடி பழனிச்சாமி! | ravindran duraisamy exclusive
link : 

seeman loksabhaelection2024 edappadipalanisamy jayalalitha tvk seemanism seemanspeech seeman bjp narendramodi mkstalin udhayanidhistalin admk eps ops admkalliance dmk dmkalliance ntk ntkalliance bjpalliance indianpolitics ravindranduraisamy",Substantiated
"₹752 கோடி போச்சா சோனமுத்தா

சோனியா - ராகுல்காந்தி கதறல் 

congressfails விடியாஅரசு dmkfailstn dmkfails rejectdmk திமுக ",Sarcastic
